Artichoke, Cabbage,,,,,,,,
Chayote, Radicchio,,,,,,,,
Green onion, Collard greens,,,,,,,,
Green beans, Red chili pepper, Bell pepper,,,,,,,
Lettuce, Brussels sprouts, Mushroom, Yam, Endive,,,,,
Radicchio, Bell pepper, Green beans, Pea, Pepper,,,,,
Cucumber, Yellow squash, Garlic, Eggplant,,,,,,
Carrot, Corn, Pumpkin, Cactus pear,,,,,,
Cucumber, Bamboo shoots, Red onion, Cauliflower,,,,,,
Red onion, Escarole, Yellow squash, Cauliflower,,,,,,
Red cabbage, Radicchio,,,,,,,,
Spinach, Red onion,,,,,,,,
Beetroot, Pumpkin,,,,,,,,
Collard greens, Red onion,,,,,,,,
Endive, Yellow squash, Leek,,,,,,,
Zucchini, Asparagus, Pepper,,,,,,,
Zucchini, Cauliflower, Corn,,,,,,,
Red chili pepper, Cabbage, Leek,,,,,,,
Radish, Eggplant, Yellow squash, Escarole,,,,,,
Cauliflower, Bean sprouts, Cactus pear, Beetroot,,,,,,
Green onion, Yellow squash, Leek, Cabbage,,,,,,
Escarole, Parsnip, Bean sprouts, Corn,,,,,,
Carrot, Yellow squash,,,,,,,,
Red onion, Sweet potato,,,,,,,,
Leek, Bamboo shoots, Pepper,,,,,,,
Red cabbage, Zucchini, Cactus pear,,,,,,,
Red cabbage, Broccoli, Cucumber,,,,,,,
Asparagus, Zucchini, Brussels sprouts,,,,,,,
Red cabbage, Zucchini,,,,,,,,
Red cabbage, Radish,,,,,,,,
Radish, Tomato,,,,,,,,
Green onion, Spinach,,,,,,,,
Cucumber, Lettuce, Escarole, Green beans, Beetroot,,,,,
Pumpkin, Yellow squash, Artichoke, Carrot, Mushroom,,,,,
Bean sprouts, Artichoke, Red cabbage, Zucchini, Red chili pepper,,,,,
Beans, Cucumber, Potato, Bean sprouts,,,,,,
Endive, Red cabbage, Zucchini, Mushroom,,,,,,
Yellow squash, Spinach, Cactus pear, Artichoke,,,,,,
Broccoli, Beetroot, Sweet potato, Pea,,,,,,
Chayote, Green onion, Lettuce,,,,,,,
Bean sprouts, Yellow squash, Corn,,,,,,,
Beetroot, Escarole, Yellow squash,,,,,,,
Red chili pepper, Parsnip, Carrot,,,,,,,
Broccoli, Garlic, Cabbage, Yam, Pea, Cauliflower, Celery,,,
Onion, Endive, Bamboo shoots, Corn, Green onion, Leek, Pepper,,,
Beans, Parsnip, Red onion, Mushroom, Green beans, Brussels sprouts, Radish,,,
Celery, Tomato, Collard greens, Garlic, Brussels sprouts, Broccoli, Green onion,,,
Cactus pear, Radish, Collard greens, Chayote, Potato, Carrot, Onion,,,
Beans, Parsnip,,,,,,,,
Cauliflower, Green onion,,,,,,,,
Collard greens, Red onion,,,,,,,,
Spinach, Red onion,,,,,,,,
Carrot, Escarole, Chayote,,,,,,,
Corn, Pepper, Lettuce,,,,,,,
Potato, Bamboo shoots, Radicchio,,,,,,,
Spinach, Cucumber, Radicchio,,,,,,,
Collard greens, Mushroom, Parsnip, Onion, Red cabbage, Pepper,,,,
Garlic, Beans, Chayote, Endive, Onion, Yam,,,,
Garlic, Cabbage, Artichoke, Bell pepper, Radicchio, Tomato,,,,
Zucchini, Carrot, Pea,,,,,,,
Brussels sprouts, Celery, Sweet potato,,,,,,,
Green onion, Broccoli, Tomato,,,,,,,
Bean sprouts, Cucumber, Artichoke,,,,,,,
Tomato, Carrot,,,,,,,,
Cauliflower, Red chili pepper,,,,,,,,
Eggplant, Carrot,,,,,,,,
Cactus pear, Bamboo shoots,,,,,,,,
Mushroom, Cactus pear, Red cabbage, Sweet potato,,,,,,
Parsnip, Cauliflower, Leek, Cactus pear,,,,,,
Onion, Lettuce, Cauliflower, Cabbage,,,,,,
Collard greens, Zucchini, Parsnip, Chayote, Red onion,,,,,
Collard greens, Broccoli, Lettuce, Bamboo shoots, Onion,,,,,
Beetroot, Cucumber,,,,,,,,
Brussels sprouts, Carrot,,,,,,,,
Bell pepper, Cactus pear,,,,,,,,
Green onion, Tomato,,,,,,,,
Bamboo shoots, Asparagus, Lettuce, Celery,,,,,,
Cactus pear, Mushroom, Garlic, Artichoke,,,,,,
Beetroot, Pumpkin, Yam,,,,,,,
Tomato, Cactus pear, Radicchio,,,,,,,
Green onion, Leek, Beans,,,,,,,
Garlic, Escarole,,,,,,,,
Broccoli, Bean sprouts,,,,,,,,
Potato, Zucchini,,,,,,,,
Pea, Parsnip, Escarole,,,,,,,
Artichoke, Eggplant, Radish,,,,,,,
Lettuce, Tomato, Beans,,,,,,,
Pumpkin, Yam, Chayote,,,,,,,
Green beans, Garlic,,,,,,,,
Bamboo shoots, Mushroom,,,,,,,,
Radicchio, Broccoli, Leek,,,,,,,
Mushroom, Parsnip, Bell pepper,,,,,,,
Eggplant, Asparagus, Onion,,,,,,,
Bamboo shoots, Sweet potato, Escarole,,,,,,,
Leek, Celery, Beans, Pumpkin,,,,,,
Green onion, Eggplant, Bell pepper, Collard greens,,,,,,
Yam, Radicchio,,,,,,,,
Pumpkin, Cauliflower,,,,,,,,
Cauliflower, Tomato, Cactus pear, Collard greens,,,,,,
Escarole, Broccoli, Pea, Zucchini,,,,,,
Mushroom, Lettuce, Pumpkin, Radish, Potato, Broccoli,,,,
Parsnip, Red onion, Asparagus, Beans, Collard greens, Cucumber,,,,
Red cabbage, Endive,,,,,,,,
Cucumber, Beetroot,,,,,,,,
Sweet potato, Carrot,,,,,,,,
Green onion, Beans, Pepper,,,,,,,
Red chili pepper, Cabbage, Cactus pear,,,,,,,
Collard greens, Cactus pear, Escarole,,,,,,,
Cactus pear, Artichoke,,,,,,,,
Collard greens, Potato,,,,,,,,
Red onion, Artichoke,,,,,,,,
Green beans, Bean sprouts,,,,,,,,
Escarole, Onion, Bamboo shoots,,,,,,,
Bamboo shoots, Corn, Pea,,,,,,,
Collard greens, Sweet potato, Cauliflower,,,,,,,
Beans, Onion, Cauliflower, Carrot, Garlic, Leek, Beetroot,,,
Artichoke, Pea, Leek, Spinach, Corn, Red onion, Celery,,,
Broccoli, Garlic, Cauliflower, Yellow squash, Eggplant, Radicchio, Tomato,,,
Cauliflower, Beans,,,,,,,,
Bamboo shoots, Bean sprouts,,,,,,,,
Parsnip, Cactus pear,,,,,,,,
Spinach, Sweet potato, Yellow squash,,,,,,,
Radicchio, Beans, Brussels sprouts,,,,,,,
Beetroot, Zucchini, Cabbage,,,,,,,
Garlic, Broccoli, Zucchini, Endive,,,,,,
Asparagus, Bamboo shoots, Chayote, Zucchini,,,,,,
Carrot, Onion, Bell pepper, Potato,,,,,,
Cabbage, Spinach,,,,,,,,
Bean sprouts, Mushroom,,,,,,,,
Radish, Green onion,,,,,,,,
Bamboo shoots, Corn, Red cabbage,,,,,,,
Beetroot, Onion, Radish,,,,,,,
Beans, Red chili pepper, Corn, Brussels sprouts,,,,,,
Carrot, Cucumber, Pepper, Chayote,,,,,,
Radish, Mushroom, Potato, Escarole,,,,,,
Escarole, Garlic, Spinach, Brussels sprouts, Pepper,,,,,
Yellow squash, Pepper, Beetroot, Garlic, Asparagus,,,,,
Brussels sprouts, Collard greens, Pumpkin, Celery, Beans,,,,,
Brussels sprouts, Eggplant,,,,,,,,
Pepper, Yellow squash,,,,,,,,
Carrot, Yellow squash,,,,,,,,
Onion, Cactus pear,,,,,,,,
Yam, Spinach, Yellow squash,,,,,,,
Cactus pear, Tomato, Beetroot,,,,,,,
Tomato, Potato, Asparagus,,,,,,,
Artichoke, Bamboo shoots, Potato, Yam,,,,,,
Onion, Potato, Broccoli, Carrot,,,,,,
Beans, Red onion, Eggplant, Chayote,,,,,,
Green onion, Yam,,,,,,,,
Cauliflower, Pumpkin,,,,,,,,
Sweet potato, Onion,,,,,,,,
Corn, Radish, Red chili pepper,,,,,,,
Endive, Radicchio, Potato,,,,,,,
Red cabbage, Yellow squash, Cauliflower,,,,,,,
Celery, Red chili pepper, Radicchio, Sweet potato, Tomato,,,,,
Green beans, Bean sprouts, Cauliflower, Endive, Leek,,,,,
Carrot, Cabbage,,,,,,,,
Green onion, Escarole,,,,,,,,
Potato, Onion,,,,,,,,
Endive, Beetroot, Cucumber,,,,,,,
Pepper, Beans, Bamboo shoots,,,,,,,
Red onion, Eggplant, Sweet potato,,,,,,,
Endive, Escarole, Red onion, Spinach,,,,,,
Radish, Mushroom, Bean sprouts, Potato,,,,,,
Broccoli, Onion, Artichoke, Cucumber,,,,,,
Bamboo shoots, Carrot, Parsnip, Spinach, Bell pepper,,,,,
Endive, Pumpkin, Cactus pear, Bamboo shoots, Sweet potato,,,,,
Mushroom, Red onion, Beans, Escarole, Broccoli, Green onion,,,,
Cabbage, Artichoke, Broccoli, Zucchini, Cucumber, Onion,,,,
Bean sprouts, Yellow squash, Beans, Radish, Zucchini, Leek, Lettuce,,,
Brussels sprouts, Corn, Carrot, Radish, Cabbage, Cauliflower, Green onion,,,
Eggplant, Cabbage, Garlic, Cucumber, Endive, Celery, Cactus pear,,,
Carrot, Cabbage,,,,,,,,
Tomato, Cabbage,,,,,,,,
Brussels sprouts, Celery, Parsnip,,,,,,,
Cactus pear, Leek, Tomato,,,,,,,
Corn, Brussels sprouts, Leek,,,,,,,
Pepper, Asparagus,,,,,,,,
Lettuce, Tomato,,,,,,,,
Onion, Corn,,,,,,,,
Red chili pepper, Beetroot,,,,,,,,
Red chili pepper, Green onion, Cactus pear,,,,,,,
Bell pepper, Green beans, Cabbage,,,,,,,
Artichoke, Bean sprouts, Red cabbage, Leek,,,,,,
Red cabbage, Potato, Sweet potato, Red chili pepper,,,,,,
Cucumber, Eggplant, Artichoke, Pumpkin,,,,,,
Tomato, Radish,,,,,,,,
Sweet potato, Pumpkin,,,,,,,,
Artichoke, Onion,,,,,,,,
Asparagus, Cactus pear, Green onion,,,,,,,
Lettuce, Red cabbage, Parsnip,,,,,,,
Cactus pear, Zucchini, Collard greens,,,,,,,
Beetroot, Garlic, Pea,,,,,,,
Bean sprouts, Escarole, Red chili pepper, Yellow squash, Green onion,,,,,
Asparagus, Garlic, Potato, Green onion, Parsnip,,,,,
Endive, Brussels sprouts, Radish, Bell pepper, Asparagus,,,,,
Bean sprouts, Escarole, Leek, Mushroom,,,,,,
Beans, Parsnip, Lettuce, Onion,,,,,,
Collard greens, Green onion,,,,,,,,
Yellow squash, Parsnip,,,,,,,,
Sweet potato, Bean sprouts, Collard greens,,,,,,,
Pepper, Collard greens, Lettuce,,,,,,,
Spinach, Bamboo shoots, Red cabbage, Cactus pear,,,,,,
Broccoli, Onion, Celery, Beans,,,,,,
Red cabbage, Green beans, Potato, Parsnip, Cactus pear,,,,,
Radicchio, Leek, Green beans, Cucumber, Pumpkin,,,,,
Endive, Onion,,,,,,,,
Potato, Brussels sprouts,,,,,,,,
Sweet potato, Green beans, Green onion,,,,,,,
Corn, Carrot, Pepper,,,,,,,
Bamboo shoots, Celery, Cucumber, Bell pepper,,,,,,
Chayote, Beetroot, Red chili pepper, Cabbage,,,,,,
Yellow squash, Zucchini, Cauliflower, Mushroom,,,,,,
Carrot, Beans, Cactus pear, Cauliflower, Artichoke,,,,,
Radicchio, Asparagus, Pepper, Beetroot, Leek,,,,,
Corn, Endive, Red onion, Collard greens, Bean sprouts, Bell pepper,,,,
Bamboo shoots, Zucchini, Chayote, Yam, Spinach, Red cabbage,,,,
Chayote, Radicchio, Asparagus, Celery, Yam, Onion,,,,
Collard greens, Beans,,,,,,,,
Bamboo shoots, Celery,,,,,,,,
Parsnip, Garlic, Beans,,,,,,,
Celery, Bamboo shoots, Radicchio, Endive,,,,,,
Yellow squash, Pea, Onion, Tomato,,,,,,
Cauliflower, Leek, Yellow squash, Collard greens, Pea,,,,,
Green onion, Mushroom, Parsnip, Pumpkin, Spinach,,,,,
Leek, Cactus pear, Brussels sprouts,,,,,,,
Bamboo shoots, Asparagus, Tomato,,,,,,,
Pepper, Beetroot,,,,,,,,
Eggplant, Onion,,,,,,,,
Pea, Collard greens,,,,,,,,
Endive, Asparagus, Escarole,,,,,,,
Escarole, Spinach, Eggplant,,,,,,,
Cactus pear, Carrot, Radish,,,,,,,
Chayote, Eggplant, Broccoli, Asparagus,,,,,,
Beetroot, Green onion, Carrot, Brussels sprouts,,,,,,
Cauliflower, Corn, Chayote, Artichoke, Sweet potato,,,,,
Parsnip, Asparagus, Zucchini, Pepper, Onion,,,,,
Leek, Eggplant,,,,,,,,
Cactus pear, Pepper,,,,,,,,
Artichoke, Celery, Onion,,,,,,,
Radicchio, Red chili pepper, Potato,,,,,,,
Chayote, Corn, Garlic, Pumpkin,,,,,,
Artichoke, Cauliflower, Parsnip, Eggplant,,,,,,
Cucumber, Bamboo shoots, Endive, Bell pepper, Radish,,,,,
Cactus pear, Green onion, Endive, Bamboo shoots, Yam,,,,,
Pumpkin, Corn, Garlic, Red onion, Potato, Eggplant, Leek,,,
Bean sprouts, Chayote, Yam, Lettuce, Tomato, Escarole, Corn,,,
Corn, Collard greens, Radicchio, Sweet potato, Onion,,,,,
Onion, Yellow squash,,,,,,,,
Cucumber, Asparagus,,,,,,,,
Chayote, Red onion, Red chili pepper,,,,,,,
Bean sprouts, Leek, Parsnip,,,,,,,
Yam, Cactus pear, Red cabbage,,,,,,,
Green beans, Red onion, Green onion, Cauliflower,,,,,,
Celery, Beans, Yellow squash, Green beans,,,,,,
Red cabbage, Bean sprouts, Chayote, Beans,,,,,,
Mushroom, Bell pepper, Cabbage, Potato, Radicchio,,,,,
Bamboo shoots, Pepper, Bean sprouts, Mushroom, Red cabbage,,,,,
Tomato, Endive,,,,,,,,
Asparagus, Red onion,,,,,,,,
Bean sprouts, Green onion, Zucchini,,,,,,,
Red cabbage, Beetroot, Pumpkin,,,,,,,
Carrot, Beans, Endive, Collard greens,,,,,,
Zucchini, Lettuce, Corn, Pepper,,,,,,
Carrot, Brussels sprouts, Mushroom, Spinach,,,,,,
Red onion, Corn, Broccoli, Endive, Pea,,,,,
Collard greens, Bean sprouts, Leek, Eggplant, Radicchio,,,,,
Yellow squash, Red chili pepper, Cucumber,,,,,,,
Bean sprouts, Artichoke, Radicchio,,,,,,,
Pumpkin, Bamboo shoots, Beetroot,,,,,,,
Broccoli, Cucumber,,,,,,,,
Lettuce, Bell pepper,,,,,,,,
Chayote, Red onion,,,,,,,,
Pepper, Corn, Cactus pear,,,,,,,
Mushroom, Pea, Artichoke,,,,,,,
Mushroom, Celery, Artichoke, Cabbage,,,,,,
Leek, Pumpkin, Potato, Green onion,,,,,,
Escarole, Red onion, Beetroot, Leek,,,,,,
Carrot, Artichoke,,,,,,,,
Yellow squash, Garlic,,,,,,,,
Eggplant, Zucchini,,,,,,,,
Bell pepper, Parsnip, Green onion,,,,,,,
Radicchio, Chayote, Artichoke,,,,,,,
Beetroot, Bell pepper, Green beans, Leek,,,,,,
Carrot, Collard greens, Cauliflower, Artichoke,,,,,,
Red chili pepper, Cabbage,,,,,,,,
Artichoke, Zucchini,,,,,,,,
Green beans, Celery, Bean sprouts,,,,,,,
Brussels sprouts, Potato, Beetroot,,,,,,,
Beetroot, Potato, Eggplant,,,,,,,
Lettuce, Bell pepper, Potato, Asparagus,,,,,,
Red chili pepper, Pepper, Bell pepper, Yam,,,,,,
Artichoke, Lettuce,,,,,,,,
Cabbage, Endive,,,,,,,,
Sweet potato, Lettuce,,,,,,,,
Bamboo shoots, Bean sprouts, Potato,,,,,,,
Tomato, Red onion, Pepper,,,,,,,
Artichoke, Radicchio, Cauliflower,,,,,,,
Red onion, Cactus pear, Bamboo shoots, Brussels sprouts,,,,,,
Potato, Cabbage, Radicchio, Mushroom,,,,,,
Cauliflower, Pepper, Radicchio, Cucumber, Sweet potato,,,,,
Green onion, Yellow squash,,,,,,,,
Asparagus, Cactus pear,,,,,,,,
Bamboo shoots, Cactus pear,,,,,,,,
Cabbage, Cactus pear, Bamboo shoots,,,,,,,
Bamboo shoots, Pumpkin, Potato,,,,,,,
Corn, Garlic, Red cabbage, Parsnip,,,,,,
Cabbage, Pea, Cucumber, Artichoke,,,,,,
Corn, Beetroot,,,,,,,,
Corn, Broccoli,,,,,,,,
Carrot, Garlic, Eggplant,,,,,,,
Cactus pear, Radish, Tomato,,,,,,,
Cauliflower, Yam, Endive, Bamboo shoots,,,,,,
Cauliflower, Zucchini, Onion, Artichoke,,,,,,
Bamboo shoots, Cactus pear, Parsnip, Yam, Red chili pepper,,,,,
Spinach, Green beans, Red onion, Artichoke, Collard greens,,,,,
Zucchini, Bamboo shoots, Eggplant, Potato, Brussels sprouts, Broccoli,,,,
Beetroot, Asparagus, Garlic, Potato, Bean sprouts, Red onion,,,,
Lettuce, Red chili pepper,,,,,,,,
Eggplant, Cucumber,,,,,,,,
Beans, Tomato, Beetroot,,,,,,,
Lettuce, Artichoke, Pepper,,,,,,,
Garlic, Yellow squash, Pepper, Chayote,,,,,,
Escarole, Beetroot, Spinach, Eggplant,,,,,,
Carrot, Escarole, Cucumber,,,,,,,
Bell pepper, Tomato, Endive,,,,,,,
Brussels sprouts, Beans, Carrot, Red onion,,,,,,
Radicchio, Green beans,,,,,,,,
Endive, Escarole,,,,,,,,
Green onion, Chayote, Endive,,,,,,,
Pepper, Asparagus, Red cabbage,,,,,,,
Red chili pepper, Leek, Green onion, Green beans,,,,,,
Radicchio, Cactus pear, Spinach, Green onion,,,,,,
Asparagus, Green beans,,,,,,,,
Cabbage, Artichoke,,,,,,,,
Carrot, Pea, Bell pepper,,,,,,,
Pepper, Red onion, Escarole,,,,,,,
Escarole, Zucchini, Asparagus,,,,,,,
Beans, Asparagus, Parsnip, Bell pepper,,,,,,
Artichoke, Endive, Leek, Beetroot,,,,,,
Yellow squash, Green beans, Zucchini, Leek, Endive,,,,,
Artichoke, Carrot, Beans, Bell pepper, Brussels sprouts,,,,,
Escarole, Beans, Mushroom, Tomato, Onion, Chayote,,,,
Broccoli, Tomato, Cucumber, Beans, Escarole, Celery,,,,
Carrot, Cauliflower, Broccoli, Bamboo shoots, Red onion, Eggplant, Sweet potato,,,
Parsnip, Asparagus, Potato, Beans, Bamboo shoots, Radicchio, Leek,,,
Broccoli, Bean sprouts, Endive, Radish, Carrot, Beans, Onion, Cabbage,,
Pea, Potato, Chayote, Green onion, Onion, Spinach, Bean sprouts, Corn,,
Cactus pear, Carrot,,,,,,,,
Bamboo shoots, Green onion,,,,,,,,
Cactus pear, Tomato,,,,,,,,
Green beans, Radish, Cucumber,,,,,,,
Yellow squash, Pea, Bean sprouts,,,,,,,
Broccoli, Brussels sprouts, Onion, Cactus pear,,,,,,
Beetroot, Mushroom, Escarole, Asparagus,,,,,,
Cucumber, Radicchio, Artichoke, Red cabbage, Garlic, Pumpkin,,,,
Bamboo shoots, Tomato, Artichoke, Endive, Cactus pear, Lettuce,,,,
Tomato, Cauliflower,,,,,,,,
Brussels sprouts, Broccoli,,,,,,,,
Bell pepper, Onion, Green onion,,,,,,,
Green beans, Corn, Endive,,,,,,,
Broccoli, Cauliflower, Artichoke, Pea,,,,,,
Artichoke, Leek, Celery, Chayote, Garlic,,,,,
Leek, Escarole, Green beans, Chayote, Endive,,,,,
Radish, Bamboo shoots, Leek, Beetroot, Asparagus, Artichoke,,,,
Bamboo shoots, Onion, Green beans, Red chili pepper, Red cabbage, Corn,,,,
Mushroom, Celery,,,,,,,,
Zucchini, Yam,,,,,,,,
Tomato, Red onion,,,,,,,,
Pumpkin, Green beans, Bamboo shoots, Eggplant,,,,,,
Artichoke, Red chili pepper, Escarole, Potato,,,,,,
Onion, Green beans, Potato, Carrot, Zucchini,,,,,
Tomato, Zucchini, Artichoke, Red cabbage, Sweet potato,,,,,
Asparagus, Yam, Yellow squash, Broccoli, Red onion, Spinach,,,,
Corn, Yam, Bamboo shoots, Brussels sprouts, Bean sprouts, Lettuce,,,,
Zucchini, Corn, Yam,,,,,,,
Onion, Zucchini, Potato,,,,,,,
Green beans, Bell pepper,,,,,,,,
Cabbage, Radicchio,,,,,,,,
Pea, Eggplant, Leek, Chayote,,,,,,
Celery, Lettuce, Cucumber, Bean sprouts,,,,,,
Yam, Artichoke, Eggplant, Escarole, Bell pepper,,,,,
Red cabbage, Beans, Asparagus, Radicchio, Artichoke,,,,,
Celery, Brussels sprouts, Broccoli, Asparagus, Cauliflower, Bamboo shoots,,,,
Mushroom, Cabbage, Parsnip, Cauliflower, Pea, Collard greens,,,,
Cucumber, Lettuce, Radicchio,,,,,,,
Asparagus, Endive, Artichoke,,,,,,,
Asparagus, Escarole, Green beans, Endive,,,,,,
Pumpkin, Leek,,,,,,,,
Carrot, Asparagus,,,,,,,,
Corn, Onion, Red cabbage,,,,,,,
Yellow squash, Bamboo shoots, Spinach, Cactus pear,,,,,,
Escarole, Red chili pepper, Pepper, Mushroom, Beans, Celery, Sweet potato,,,
Carrot, Radicchio, Broccoli, Beans, Red cabbage, Garlic, Zucchini,,,
Cactus pear, Chayote, Beans,,,,,,,
Bean sprouts, Corn, Bell pepper,,,,,,,
Spinach, Pepper,,,,,,,,
Yellow squash, Zucchini,,,,,,,,
Green beans, Pepper, Cabbage,,,,,,,
Chayote, Bean sprouts, Yam,,,,,,,
Leek, Mushroom,,,,,,,,
Yam, Corn,,,,,,,,
Cactus pear, Celery, Carrot, Artichoke,,,,,,
Pepper, Green onion, Zucchini, Bean sprouts,,,,,,
Lettuce, Parsnip, Bell pepper, Pumpkin, Mushroom,,,,,
Onion, Green onion, Asparagus, Cauliflower, Sweet potato, Green beans,,,,
Red onion, Onion, Collard greens, Leek,,,,,,
Bean sprouts, Yam, Beetroot, Spinach,,,,,,
Pumpkin, Chayote,,,,,,,,
Bell pepper, Endive,,,,,,,,
Bamboo shoots, Sweet potato, Green onion,,,,,,,
Bean sprouts, Tomato, Bell pepper, Pea,,,,,,
Red cabbage, Red onion, Green onion, Red chili pepper, Brussels sprouts,,,,,
Yellow squash, Carrot, Yam, Pumpkin, Radicchio,,,,,
Endive, Escarole, Zucchini,,,,,,,
Brussels sprouts, Escarole, Red onion,,,,,,,
Cabbage, Cauliflower,,,,,,,,
Red onion, Collard greens,,,,,,,,
Bell pepper, Bean sprouts, Green beans,,,,,,,
Collard greens, Garlic, Parsnip,,,,,,,
Celery, Sweet potato, Carrot, Asparagus,,,,,,
Zucchini, Garlic, Yam, Pepper,,,,,,
Collard greens, Corn, Celery, Beans, Mushroom, Cucumber,,,,
Cactus pear, Bean sprouts, Asparagus, Cabbage, Onion, Cucumber, Red onion,,,
Beans, Beetroot,,,,,,,,
Spinach, Bell pepper,,,,,,,,
Bell pepper, Pea, Carrot, Red onion,,,,,,
Radish, Endive, Sweet potato, Red chili pepper,,,,,,
